HelyreigazitasID;SajtotermekID;CikkCim;CikkURL;CikkDatum;CikkIdo;HelyreigazitasSzoveg;HelyreigazitasURL;HelyreigazitasDatum;HelyreigazitasIdo;HelyreigazitasJelolve
462;12;Offshore céghálót fontak az Index köré Spéder és Bajnai emberei;https://ripost.hu/bozot/2016/06/offshore-ceghalot-fontak-az-index-kore-speder-es-bajnai-emberei;2016/06/02;09:45;"Az oldalunkon 2016. június 2. napján megjelent ""Offshore céghálót fontak az Index köré Spéder és Bajnai emberei"" címû cikkünk valótlanul keltette azt a hamis látszatot, mintha Bodolai László ügyvéd olyan személy lenne, aki adóelkerülõ offshore ügyekben tevékeny és jártas. A valóság ezzel szemben az, hogy Bodolai László ügyvéd az Indexet üzemeltetõ magyar gazdasági társaságot érintõ magyar cégbírósági ügyintézésében vett részt.";;;;1
463;27;Offshore-lovagok az Index mögött;https://www.magyaridok.hu/belfold/offshore-lovagok-az-index-mogott-715315/;2016/06/02;05:45;A 2016. június 2. napján portálunkon megjelent „Offshore-lovagok az Index mögött” című cikkünket akként pontosítjuk, hogy Bodolai László ügyvéd, az Index jogi képviselője, kizárólag az Index tulajdonosai körében beállt változásokat jegyeztette be a magyar cégbíróságon, offshore cégek létrehozásában nem vett részt. Továbbá az Átlátszó.hu felügyelőbizottságában 2010 és 2012 között töltött be tisztséget, azt követően már nem.;;2016/07/27;09:49;1
464;34;Offshore-lovagok állnak az Index mögött;https://888.hu/ketharmad/offshore-lovagok-allnak-az-index-mogott-4055280/;2016/06/02;12:28;A 2016. június 2. napján portálunkon megjelent „Offshore-lovagok állnak az Index mögött” című cikkünket akként pontosítjuk, hogy Bodolai László ügyvéd, az Index jogi képviselője, kizárólag az Index tulajdonosai körében beállt változásokat jegyeztette be a magyar cégbíróságon, offshore cégek létrehozásában nem vett részt. Továbbá az Átlátszó.hu felügyelőbizottságában 2010 és 2012 között töltött be tisztséget, azt követően már nem.;;;;1
465;11;Simonka Györgynek követője akadt a parlamentben ;https://magyarnemzet.hu/belfold-archivum/2017/10/simonka-gyorgynek-kovetoje-akadt-a-parlamentben;2017/10/26;19:08;Valótlanul híreszteltük, hogy két, Varga Gáborhoz köthető kft is felvett 40-40 millió támogatást ugyanarra a bikácsi nyúltelepre. Az érintettek elnézését kérjük.;;;;1
466;11;Váratlan brüsszeli segítséget kapott Orbán Viktor szupermarketek elleni „harca” ;https://magyarnemzet.hu/fogyasztovedelem/2017/10/varatlan-brusszeli-segitseget-kapott-orban-viktor-szupermarketek-elleni-harca;2017/10/17;10:15;Cikkünk korábbi változatában valótlanul közöltük, hogy Zsigó Róbert, a Földművelésügyi Minisztérium élelmiszerlánc-felügyeletért felelős államtitkára nyilatkozott a cikkben közölt állításokkal kapcsolatban. A valóság ezzel szemben az, hogy Szatmáry Kristóf, a Miniszterelnökség kereskedelempolitikáért felelős miniszteri biztosa nyilatkozott.;;;;1
467;11;Obama tanácsadója volt a Telekom ajándéka a Fidesznek ;https://magyarnemzet.hu/gazdasag-archivum/2017/10/obama-tanacsadoja-volt-a-telekom-ajandeka-a-fidesznek;2017/10/13;03:50;Cikkünkben valótlanul állítottuk, hogy az állam 80 milliárd forinttal támogatja a Magyar Telekom fejlesztését. Ezzel szemben a valóság az, hogy ebből a keretösszegből a Magyar Telekom csak 11,5 milliárd forint támogatást használhat fel az elmaradott területeken történő fejlesztéseihez.;;;;1
468;11;Munkahelyteremtés nélkül is juthattak támogatáshoz egyes cégek;https://magyarnemzet.hu/gazdasag-archivum/2017/10/munkahelyteremtes-nelkul-is-juthattak-tamogatashoz-egyes-cegek;2017/10/10;03:52;A cikkben pontatlanul állítottuk, hogy a Hell-csoport már az egyedi kormánydöntés aláírásnak évében rendelkezett a szerződésben vállalt létszámmal és árbevétellel. A valóságban a cégcsoport mindenben eleget tett a Külgazdasági és Külügyminisztériummal kötött beruházásnövelő támogatással kapcsolatos szerződésnek.;;;;1
469;11;Terjeszkedik Mészáros Lőrinc üzlettársa;https://magyarnemzet.hu/belfold-archivum/2017/08/terjeszkedik-meszaros-lorinc-uzlettarsa;2017/08/28;08:33;A 2017. augusztus 28. napján „Terjeszkedik Mészáros Lőrinc üzlettársa” címmel megjelent cikkünkben valótlanul állítottuk azt, hogy a DUNA ASZFALT Kft. mezőgazdasági tevékenységgel is kíván foglalkozni, illetve mezőgazdasági tevékenységekkel bővítette tevékenységi köreit. Ezzel szemben a valóság az, hogy nem bővítette tevékenységi köreit a mezőgazdasági tárgyú tevékenységi körökkel, hanem törölte azokat.;https://magyarnemzet.hu/gazdasag-archivum/2017/10/helyreigazitas-10;2017/10/03;15:38;1
470;11;Milliárdos jelzálog van Mészárosék új kempingjén ;https://magyarnemzet.hu/gazdasag-archivum/2017/07/milliardos-jelzalog-van-meszarosek-uj-kempingjen;2017/07/19;03:45;A Milliárdos jelzálog van Mészárosék új kempingjén című írásunkban valótlanul állítottuk, hogy a Zion Europe Kft. által megszerzett balatonakali kempinget jelentős, 76 millió eurós (23 milliárd forintos) jelzálog terheli, amit az új tulajdonosnak kell majd kiváltania. A felszámolásról szóló törvény szerint ugyanis a felszámolásból való vétel tényétől fogva megszűnik a 76 millió eurós (23 milliárd forintos) zálogjog.;https://magyarnemzet.hu/gazdasag-archivum/2017/08/helyreigazitas-5-1;2017/08/23;09:02;1
471;11;Offshore pizzát gyúr az államtitkár ;https://magyarnemzet.hu/belfold-archivum/2016/12/offshore-pizzat-gyur-az-allamtitkar;2016/12/10;05:29;A 2016. december 1-jén megjelent Offshore pizzát gyúr az államtitkár című cikkünkben valótlanul állítottuk, hogy a Karcagi Városi Önkormányzat a Sedlák Lajos tulajdonában lévő Gran-Export Kft. számára egy háromezer négyzetméteres földterületet értékesített a Tesco mögött, a valóságban az értékesítésre ténylegesen nem került sor, mivel az erre vonatkozó testületi döntését az önkormányzat utóbb hatályon kívül helyezte.;https://magyarnemzet.hu/belfold-archivum/2017/07/helyreigazitas-2-2;2017/07/10;14:56;1
472;29;Menekül az országból a Gyermekrák Alapítvány elnöke?;https://index.hu/belfold/2014/10/15/menekul_az_orszagbol_a_gyermekrak_alapitvany_elnoke/;2014/10/15;10:44;"2014 októberében arról írtunk, hogy Balogh Istvánt, a Gyermekrák Alapítvány elnökét a Liszt Ferenc repülőtéren látták becsekkolni egy londoni járatra, és a poggyászcímke szerint Miami volt az úticélja.

A cikk Menekül az országból a Gyermekrák Alapítvány elnöke? címmel jelent meg, és a vélt utazásról a Balogh ellen nem sokkal korábban indult, azóta megszüntetett büntetőeljárással összefüggésben számolt be.

Mostanra egyértelműen bebizonyosodott, hogy Balogh István aznap nem utazott Londonba: nem szerepelt a kérdéses gép utaslistáján, és aznap nem voltak roaming-hívásai. Cikkünk minden ténybeli alapot nélkülözött, ráadásul összességében rendkívül rossz színben tüntette fel Balogh Istvánt.

Ezt az eljárást semmi sem védi. A hibáért, az okozott kellemetlenségekért Balogh Istvántól és az olvasóktól is elnézést kérünk.";https://index.hu/belfold/2015/05/13/helyreigazitas/;2015/05/13;07:55;1
473;11;A fővárosban is építkezhet a Puch-közeli cég;https://magyarnemzet.hu/gazdasag-archivum/2017/03/a-fovarosban-is-epitkezhet-a-puch-kozeli-ceg;2017/03/20;18:06;Valótlanul állítottuk 2017. március 20-án a „A fővárosban is építkezhet a Puch-közeli cég” címmel megjelent cikkben, hogy a Vabasze Kft. Puch László érdekeltségébe tartozik. A valóság ezzel szemben az, hogy a Vabasze Kft. nem tartozik Puch László érdekeltségébe. Puch László sem a Vabasze Kft.-t, sem a Vabasze Kft. közvetlen, illetve közvetett tulajdonosait nem ismeri. A Vabasze Kft.-vel és tulajdonosaival sem Puch László, sem Puch László családja, sem a Puch László tulajdonába tartozó gazdasági társaságok nem álltak és nem állnak kapcsolatban. A Vabasze Kft., illetve a Vabasze Kft. tulajdonosainak tevékenységéről Puch László nem rendelkezik információval. A tévedésért elnézést kérünk.;;;;1
474;11;Tovább ütik Gyurcsányék az MSZP-t ;https://magyarnemzet.hu/belfold-archivum/2017/03/tovabb-utik-gyurcsanyek-az-mszp-t;2017/03/19;10:51;Valótlanul állítottuk 2017. március 19-én a „Tovább ütik Gyurcsányék az MSZP-t” címmel megjelent cikkben, hogy a Vabasze Kft. Puch László üzleti köréhez tartozik. A valóság ezzel szemben az, hogy a Vabasze Kft. nem tartozik Puch László üzleti köréhez. Puch László sem a Vabasze Kft.-t, sem a Vabasze Kft. közvetlen, illetve közvetett tulajdonosait nem ismeri. A Vabasze Kft.-vel és tulajdonosaival sem Puch László, sem Puch László családja, sem a Puch László tulajdonába tartozó gazdasági társaságok nem álltak és nem állnak kapcsolatban. A Vabasze Kft., illetve a Vabasze Kft. tulajdonosainak tevékenységéről Puch László nem rendelkezik információval. A tévedésért elnézést kérünk.;;;;1
475;23;2014. szeptember 10.-én árverezik Schóberték bejelentett lakhelyét?;https://mfor.hu/cikkek/vallalatok/Tobb_haz_is_van_Szentendren_a_Berek_utca_egy_szam_alatt.html/;2014/09/10;07:58;"A 2014. szeptember 10.-én árverezik Schóberték bejelentett lakhelyét? című cikkben tévesen állítottuk, hogy 2014. szeptember 11. és november 15. között a Schóbert-házaspár hivatalos bejelentett lakcímén található ingatlan árverezés alatt állt.

A valóságban a Schóbert-házaspár bejelentett lakcímén lévő ingatlan mellett található 2000 Szentendre belterület, 5302/5 hrsz alatti, Vass Andrea Nóra kizárólagos tulajdonát képező ingatlan állt árverés hatálya alatt, amely a Schóbert-házaspárnak sem tulajdonát, sem bejelentett lakcímét soha nem képezte.

A cikkben szereplő fényképfelvételek is Vass Andrea Nóra tulajdonát képező ingatlant ábrázolják. ";;;;1
476;11;TV2-s vezető lesz Habony testvére? ;https://magyarnemzet.hu/media/2017/02/tv2-s-vezeto-lesz-habony-testvere;2017/02/16;14:40;"2017. február 16-án „TV2-s vezető lesz Habony testvére?” címmel megjelent cikkünk valótlanul állította azt, hogy Habony Mária vezető lesz a TV2-nél, ahol egy tehetséggondozással foglalkozó új osztályt irányít majd.

A fentiekkel ellentétben a valóság az, hogy Habony Mária nem lesz vezető a TV2-nél és semmilyen szerepet nem kap a csatornánál, ahol egyébként jelenleg is működik egy tehetséggondozással foglalkozó csoport, így erre a tevékenységre új osztályt sem hoznak létre.";;;;1
477;11;Orbán az iskolapadba ültetné az állami vezetőket ;https://magyarnemzet.hu/belfold-archivum/2017/02/orban-az-iskolapadba-ultetne-az-allami-vezetoket;2017/02/14;17:50;A 2017. február 14. napján 18 óra 50 perckor megjelent az „Orbán az iskolapadba ültetné az állami vezetőket” című cikkünkben valótlanul állítottuk, hogy Pálffy Balázs felperes Mészáros Lőrinc leendő veje.;;;;1
478;15;Fidesz: az ellenzéki politikusok maguk is bevásárolnak földekből;https://hirado.hu/2016/01/29/fidesz-az-ellenzeki-politikusok-maguk-is-bevasarolnak-foldekbol/;2016/01/29;17:11;"A 2016. január 29-án megjelent „Fidesz: az ellenzéki politikusok maguk is bevásárolnak földekből” c. cikkünkben valótlanul állítottuk, hogy Sallai R. Benedek a törvényeket megkerülve egy céghálózaton keresztül 3 millió, vagy akár (a közlemény módosítása után) 3 ezer hektárt is „szerzett” volna a termőföld-privatizáció során. Valójában Sallai R. Benedek, az LMP országgyűlési képviselője nem nyert el hasznosításra egyáltalán termőföldet bérletre, és nem is vásárolt semennyi földet; a liciteken csak tiltakozóként vett részt.";;2016/03/01;17:14;1
479;11;Drágán bérli külföldi irodáit az MNB ;https://magyarnemzet.hu/gazdasag-archivum/2016/08/dragan-berli-kulfoldi-irodait-az-mnb;2016/08/04;04:06;"A Magyar Nemzet mai számában „Drágán bérli külföldi irodáit az MNB” címmel megjelent, Hajdú Péter által írt cikk valótlan megállapításokat tartalmaz. A cikk megalapozatlan összehasonlításokra építi a megállapításait, amelyek nem felelnek meg a valóságnak. A cikk az egyszerű, üres iroda bérlésének négyzetméterre vetített árait vizsgálta az adott relációkban, az MNB ugyanakkor a jegybankoktól elvárt speciális igényeknek megfelelő feltételekkel bérel instant irodákat az adott városokban reális piaci árakon.

Az MNB valamennyi helyszínen teljesen berendezett és felszerelt, több helyiségből álló irodát bérel a külföldi képviselete számára, amelyekre vonatkozó komplex szolgáltatás tartalmazza
- a teljes rezsiköltséget (IT és telefon bekötési díját, internet és telefonhasználatot),
- épületbiztosítást,
- teljes körű épülethasználatot, amely magába foglalja a hálózati infrastruktúrát, a közös területek használatát, a tárgyaló használatát, recepciós szolgáltatást munkanapokon reggel 8-tól du 17:00-ig, posta és telefonkezelést, ügyfélfogadást;
- a folyamatos üzemeltetést és karbantartást.

E szolgáltatásokon kívül az MNB-nek az uniós jegybankoktól általánosságban elvárt biztonsági szintet is biztosítania kell az irodákban. Így valamennyi reláció tekintetében az irodákat bankbiztonsági okokból leválasztották az adott irodaház egyéb területeitől, külön kiépített beléptető rendszerrel védve. Emellett a bankbiztonsági szempontokat és előírásokat figyelembe véve az irodákat felszerelték kamerával is megfigyelt riasztórendszerrel, távfelügyelettel és incidens esetén kivonuló biztonsági szolgálat is működik az adott helyszíneken. Mindezek költségeit együttesen tartalmazza az egyes irodák bérleti díja és ez a csomag teljes mértékben megfelel a piaci áraknak.";;;;1
480;11;Mínuszos a magyar gázüzlet ;https://magyarnemzet.hu/gazdasag-archivum/2016/01/minuszos-a-magyar-gazuzlet;2016/01/19;12:32;Az MNO hírportálon 2016. január 20-án megjelent, Mínuszos a magyar gázüzlet címmel írt cikkünkben valótlanul állítottuk, hogy „Eredetileg ezt az interkonnektor-projektet is az MVM kapta, de az állam elvette tőle” és „Viszont mindezen funkcióját akkor is jól betölthetné, ha az FGSZ hozzáértő tulajdonában lenne”. Valótlanul állítottuk, hogy „az Európai Bizottság már jó ideje vár arra, hogy mikor számoljuk fel az »egy ország, két gázrendszer-üzemeltető« állapotot”.;;;;1
481;11;Gömöri nyaralt is a paralimpiai bizottság pénzén;;2015/05/20;;A 2015. május 20-án megjelent „Gömöri nyaralt is a paralimpiai bizottság pénzén” cikkben valótlanul állítottuk, hogy Gömöri Zsolt a paralimpiai bizottság pénzén nyaralt, továbbá valótlanul híreszteltük, hogy a Magyar Paralimpiai Bizottság Gömöri Zsolt üzlettársának fizetett az edzőtáborért, továbbá valótlanul híreszteltük, hogy Gömöri Zsolt és felesége az edzőtábor után még több napig nyaralt Tenerifén úgy, hogy a szállodaszámlát a paralimpiai bizottság rendezte.;https://magyarnemzet.hu/belfold-archivum/2015/08/helyreigazitas-5-2;2015/08/24;08:25;
482;11;Vizsgálódnak Damu ügyében;https://magyarnemzet.hu/belfold-archivum/2012/03/vizsgalodnak-damu-ugyeben;2012/03/14;04:06;"A Fővárosi Ítélőtábla az elsőfokú bíróság ítéletét részben megváltoztatja és megállapítja, hogy az alperes a Magyar Nemzet 2012. március 14-i számában megjelent „Új vizsgálat Damu Roland ügyében” című cikkében annak valótlan állításával, hogy vizsgálatot indított a Központi Nyomoz Főügyészség (KNYF) azon állampolgári bejelentés tartalma miatt, amelynek állítása szerint családi vagy rokoni kapcsolat lehet a Damu Rolandot szeptemberben elítélő volt bírónő, dr. Szabó Noémi és az ügy sértettje, a színész volt barátnője, Palácsik Tímea között; továbbá annak valótlan állításával, hogy olyan eljárás indult a Központi Nyomozó Főügyészség előtt, amely azt jelenti, hogy a bejelentésnek alapja lehet; valamint azon való tény közlésével, hogy a bíró az ítélethozatalt követően távozott posztjáról, azt a hamis látszatot keltette, mintha az ítéletnek bármilyen köze lenne a távozáshoz, megsértette a felperes, dr. Szabó Noémi jó hírnévhez fűződő személyiségi jogát.

Megállapítja, hogy az alperes az mno.hu internetes oldalon 2012. március 14-én megjelent a „Vizsgálódnak Damu ügyében” című cikkben írt azon valótlan állítással, miszerint vizsgálja a Központi Nyomozó Főügyészség azt a bejelentést, mely szerint családi vagy rokoni kapcsolat lehet a Damu Rolandot szeptemberben elítélő bírónő és az ügy sértettje között, továbbá, hogy a KNYF befogadta az erről szóló állampolgári bejelentést, ami azt jelenti, hogy az információnak alapja lehet, megsértette a felperes, dr. Szabó Noémi jó hírnévhez fűződő személyiségi jogát.";https://magyarnemzet.hu/belfold-archivum/2015/07/helyreigazitas-11;2015/07/10;06:12;0
483;11;A fővárosi sóbiznisztől a járműjavításig;https://magyarnemzet.hu/belfold-archivum/2015/05/a-fovarosi-sobiznisztol-a-jarmujavitasig;2015/05/29;08:49;"Oldalunkon május 29-én, Fővárosi sóbiznisztől a járműjavításig címmel megjelent cikkünkben valótlanul állítottuk, hogy a Dunakeszi Járműjavító Kft-nél pénzügyi igazgató státusz létezik, a valóságban a társaságnál a pénzügyi területet a gazdasági igazgató és a kontrolling vezető irányítja.

Valótlanul állítottuk, hogy a PriceWaterhouseCoopers nevű cég készítené a társaság üzleti tervét. A tanácsadó cég a Dunakeszi Járműjavító Kft. részére a tulajdonossal egyeztetve középtávú stratégiai tervet készít.

A 2015. május 29. napján megjelent „A fővárosi show biznisztől a járműjavításig” című írásunkban azt a hamis látszatot keltettük, mintha a Budapestre szánt villamosok egy részének gyártására és a budapesti metrókocsik felújítására a spanyol CAF vasúti járműgyártó vállalattal kötött megállapodás megvalósítása a menedzsment hibájából már eleve akadályba ütközne, mivel a Dunakeszi Járműjavító Kft. nem rendelkezik tesztpályával, annak a kiépítése pedig 1 milliárd forint lenne, vagyis a projekt megvalósítása irreális költségeket emésztene fel, és így eleve komoly veszteséggel járna.

A valóság ezzel szemben az, hogy a CAF projekt megvalósulásának a Dunakeszi Járműjavító Kft. részéről nem feltétele a futópróba. A futópróbát a CAF-fal kötendő megállapodás szerint a BKV járműtelepén kell majd elvégezni. A Dunakeszi Járműjavító Kft. az összeszerelést követően csak a statikai és az indulási próbát végzi. Az ehhez szükséges beruházást pedig szintén maga Dunakeszi Járműjavító végzi majd el.

Valótlanul állítottuk, hogy Devecser Anikónak a szervezeti és működési szabályzatban foglaltakkal ellentétben nem kell teljes munkaidejét a vállalkozás telephelyén töltenie. A szervezeti és működési szabályzat Devecser Anikó volt munkavállaló munkaszerződésének tartalmát nem határozta meg.";https://magyarnemzet.hu/belfold-archivum/2015/06/helyreigazitas-2-3;2015/06/15;14:47;0
484;11;Lesújt a jog a zűrös meddőségi klinikára ;https://magyarnemzet.hu/belfold-archivum/2014/07/lesujt-a-jog-a-zuros-meddosegi-klinikara;2014/07/11;09:35;"A Versys-botrány – Lesújt a jog a zűrös meddőségi klinikára című, 2014. július 11. napján megjelent cikkünkben valótlanul híreszteltük, hogy az MNO többrészes cikksorozatban a magát meddőségi klinikaként hirdető intézmény törvényességének hiányát tárta fel és hogy zűrös emberkísérleteket végeztek a V. Attila által vezetett meddőségi klinikán, valamint hogy a doktor számos páciensét meg is tévesztette. Ezzel szemben a valóság az, hogy a Versys Clinics a szükséges hatósági engedélyek birtokában működő meddőségi centrum, amely nem végez emberkísérleteket és nem téveszti meg ügyfeleit.

Valótlanul híreszteltük, hogy már februárban kijelenthető volt, a Btk.-ba ütközik a Versys Klinika tevékenysége. Ezzel szemben a valóság az, hogy a Versys Clinics tevékenységével kapcsolatban még bűncselekmény elkövetésének gyanúja sem merült fel soha.

Valós tényeket hamis színben tüntettünk fel, amikor azt közöltük, hogy a megkárosított ügyfelek egy része beperelte a klinikát, és a gyermekáldáshoz segítő orvosi eljárás esetenként több száz ezres és milliós tételeit kellene visszafizetnie a klinikának. A valóság ezzel szemben az, hogy nincs olyan páciens, aki beperelte a klinikát vagy dr. Vereczkey Attilát, a Versys Clinicsnek nincsen pácienseivel szemben fennálló kártérítési kötelezettsége.";https://magyarnemzet.hu/belfold-archivum/2015/06/helyreigazitas-4-2;2015/06/10;17:10;1
485;11;Szakvélemény: Btk-gyanús a klinika ügye;;2014/02/16;;A 'Szakvélemény: Btk-gyanús a klinika ügye' című, 2014. 02.16. napján megjelent cikkünkben valótlanul híreszteltük, hogy az embriók a CGH-s genetikai szűréséhez a klinika és dr. Vereczkey Attila nem rendelkezik a szükséges szakhatósági engedéllyel. Valós tényeket hamis színben tüntettünk fel, amikor azt állítottuk, hogy az országos szakfelügyelő főorvos véleménye és az ETT-HRB állásfoglalása alapján az ÁNTSZ közigazgatási eljárás keretében első fokon megtiltotta a Versysnek, hogy embriókon genetikai szűrést végezzenek és a hatóság döntését a Versys Klinika megfellebbezte.;https://magyarnemzet.hu/belfold-archivum/2015/05/helyreigazitas-7-1;2015/05/28;13:25;
486;50;Itt földrengés lesz, ha Simicska után Tarsoly is kiborul;http://nol.hu/velemeny/foldindulas-vagy-maradas-1524639;2015/03/29;06:29;"A Quaestorról szóló, a múlt szombati Hétvége mellékletünkben megjelent Itt földrengés lesz, ha Simicska után Tarsoly is kiborul című cikkünkben azt írtuk, hogy a „Quaestor az Erdő Péter bíboros által kezdeményezett, italkereskedelemmel, étkeztetéssel, mozgó vendéglátással foglalkozó Vinum Primatis Zrt.-ben bukkant fel. A cégben a Quaestor és az Incoronata, a Mátyás-templom kulturális központja 50-50 százalékban lett tulajdonos.” Ezt követően cikkünket úgy folytattuk: „A bíboros által meghívott testületbe olyan emberek kerültek be, mint például Baldauf László, a CBA elnöke, Béres József, a Béres Zrt. elnöke, Csányi Sándor, az OTP elnök-vezérigazgatója, Csizmadia László, a Kereskedelmi és Vendéglátó-ipari Főiskola nyugalmazott főigazgatója, Kovács Árpád, az Állami Számvevőszék akkori elnöke, Lomnici Zoltán, aki az idő tájt a Legfelsőbb Bíróság elnökeként tevékenykedett, s Tarsoly Csaba, a Quaestor Zrt. elnök-vezérigazgatója.”

A felsorolt, közismert személyiségek a valóban félreérthető szövegrészt úgy értelmezték, mintha mi azt állítottuk volna, hogy ők a Vinum Primatis Zrt. Igazgatóságának, vagy valamely más testületének lettek volna a tagjai. Pontosítjuk a félreérthető mondatot, s nyomatékosítjuk, hogy a „meghívott testület” alatt nem a gazdasági társaságot, hanem egy egyesületet, a Prímási Borrendet értjük, amelynek nincs köze a Quaestor Zrt.-hez, bár Tarsoly Csaba a tagjai közé tartozott.

A pontatlanságért az érintettek elnézését kérjük.";http://nol.hu/belfold/pontositas-1525515;2015/04/01;06:10;0
487;11;Ezért ágál a baloldal a paksi bővítés ellen ;https://magyarnemzet.hu/belfold-archivum/2014/06/ezert-agal-a-baloldal-a-paksi-bovites-ellen;2014/06/23;09:30;A 2014. június 23-ai „Ezért ágál a baloldal a paksi bővítés ellen” című cikkünkben tévesen szerepelt Harangozó Tamás neve.;https://magyarnemzet.hu/belfold-archivum/2014/10/helyreigazitas-8-2;2014/10/17;09:16;1
488;11;Hagyó sírt az ügyészségen;;2011/10/05;;A bíróság megállapította. hogy az alperes megsértette a felperes emberi méltóságát, és képmása védelméhez fűződő személyiségi jogát, azzal, hogy a kiadásában megjelenő Magyar Nemzet 2011. október 15-i számában, s internetes kiadásában „Hagyó sírt az ügyészségen” címmel megjelent írás illusztrációjaként felperest bilincsben ábrázoló képeket tett közzé, felperes hozzájárulása nélkül, s a vele szemben elrendelt kényszerintézkedés megszüntetését követően – ezzel azt a hamis látszatot keltve, hogy felperes még a cikkek megjelenésekor is előzetes letartóztatásban volt. A bíróság az alperest a további jogsértéstől eltiltotta. A történtekért elnézést kérünk.;https://magyarnemzet.hu/belfold-archivum/2014/06/helyreigazitas-8-1;2014/06/05;09:31;
489;11;A témavezető bírálta el Gyurcsány szakdolgozatát + Videó ;https://magyarnemzet.hu/belfold-archivum/2012/05/a-temavezeto-biralta-el-gyurcsany-szakdolgozatat-video;2012/05/04;15:00;Honlapunkon 2012. május 4. napján megjelent „A témavezető bírálta el Gyurcsány szakdolgozatát” című cikkünkben valótlanul híreszteltük, hogy Gyurcsány Ferenc nem végezte el – tanárképzős hallgatóként – a kötelező tanítási gyakorlatot.;https://magyarnemzet.hu/belfold-archivum/2013/12/helyreigazitas-11-1;2013/12/18;12:34;0
490;11;Milliárdos károk az MFB-nél;https://magyarnemzet.hu/archivum-magyarnemzet/2011/07/milliardos-karok-az-mfb-nel;2011/07/15;22:00;"Megállapítja a bíróság, az alperes a felperes jó hírnevét megsértette, amikor a kiadásában megjelenő Magyar Nemzet című napilap 2011. június 6-ai számában »Milliárdos károk az MFB-nél« című cikkben azt a valós tényt, hogy a felperes, dr. Németh Imre 2008-2010 között a Regionális Fejlesztési Holding vezérigazgatójaként bruttó 83 000 000 forint jövedelemre tett szert, olyan hamis színben tüntette fel, mintha ezt az összeget tiszteletdíjként ténylegesen kézhez kapta volna.”

Az érintettől elnézést kérünk.";https://magyarnemzet.hu/belfold-archivum/2013/10/helyreigazitas-11-2;2013/10/21;06:56;0
491;11;Újabb gyanús pályázat: poratkákat kutattak egymilliárdért;;2011/01/22;;A www.mno.hu internetes portálon 2011. január 22-én, „Újabb gyanús pályázat: poratkákat kutattak egymilliárdért” címmel megjelent írásunkban megalapozatlanul híreszteltük – a Magyar Nemzet aznapi számában megjelent írásra utalva -, hogy a felperesi cég (a Genetic Immunity Kft.) úgy nyert pályázaton egymilliárdot, hogy szakmailag nem támogatta az ETT.;https://magyarnemzet.hu/belfold-archivum/2013/06/helyreigazitas-12-1;2013/06/10;13:40;
492;11;Trafikpályázatok: duzzadó képet mutat a nyertes baloldali klientúra;https://magyarnemzet.hu/belfold-archivum/2013/05/trafikpalyazatok-duzzado-kepet-mutat-a-nyertes-baloldali-klientura;2013/05/02;11:58;"A lapunk 2013.május 2-ai „Trafikpályázatok: duzzadó képet mutat a nyertes baloldali klientúra” című cikkéhez mellékelt táblázatban megalapozatlanul állítottuk, hogy a Kaposmérőn koncessziót elnyert Balassa-Ütő Katalin Alexandra Balassa Tamás, Gyenesei István volt szociálliberális miniszter sajtósának felesége.

A valóság ezzel szemben az, hogy Balassa Tamás újságíró Gyenesei Istvánnal nem a szociálliberális kormányba való miniszteri kinevezését követően, hanem ezt megelőzően, még a Somogy Megyei Önkormányzatnál dolgozott együtt, sajtóreferensként.";https://magyarnemzet.hu/belfold-archivum/2013/06/helyreigazitas-12-2;2013/06/06;13:20;0
493;11;Vége a magyar társadalmat folyamatosan gyalázó oldalnak;;2011/12/03;;Az oldalunkon 2011. december 3-án megjelent, „Vége a magyar társadalmat folyamatosan gyalázó oldalnak” című cikkben valótlanul állítottuk, hogy az adóhivatal inkasszót vetett ki Bartus László cégei számláira. Ezzel szemben a valóság az, hogy inkasszót ezen cégek számláira sohasem vetettek ki.;https://magyarnemzet.hu/belfold-archivum/2013/04/helyreigazitas-12;2013/04/08;12:39;
494;11;Gyurcsány tovább magyarázkodott ;;2012/05/06;;"A honlapunkon 2012. május 6-án közzétett Gyurcsány tovább magyarázkodott című cikkünkben valótlanul híreszteltük, hogy bár kötelező lett volna, Gyurcsány Ferenc – tanárképzős hallgatóként – nem vett részt gyakorló tanításon a pécsi Meszesi Általános Iskolában.

A valóság ezzel szemben az, hogy Gyurcsány Ferenc Pécsi Tudományegyetem Tanárképző Főiskolája által kiállított indexében (leckekönyvében) szerepel, hogy a tanítási gyakorlatra biológia tantárgyból »jó (4)«, technika tantárgyból »jó (4)« érdemjegyet szerzett 1984. május 15-én.";https://magyarnemzet.hu/belfold-archivum/2013/03/helyreigazitas-13-1;2013/03/22;20:56;
